TESTNUMBER 	 NUMBEROFSTATES 	 WELLFORMEDNESSTIME(ms) 	 POSTPROCESSINGTIME(ms) 	 INTEGRATIONTIME(ms) 	 MODELCHECKINGTIME(ms)
P0	1	10000	150000	110	100	2200	82	21	7997
P0	1	10000	150000	110	120	2640	98	25	5326
P0	1	10000	150000	110	140	3080	110	28	427
P0	1	10000	150000	110	160	3520	110	28	354
P0	1	10000	150000	110	180	3960	110	28	419
P0	1	10000	150000	110	200	4400	110	28	340
P0	1	12000	180000	132	100	2200	82	21	8189
P0	1	12000	180000	132	120	2640	98	25	9944
P0	1	12000	180000	132	140	3080	115	29	7326
P0	1	12000	180000	132	160	3520	131	33	385
P0	1	12000	180000	132	180	3960	132	33	401
P0	1	12000	180000	132	200	4400	132	33	399
P0	1	14000	210000	154	100	2200	82	21	11116
P0	1	14000	210000	154	120	2640	98	25	11525
P0	1	14000	210000	154	140	3080	115	29	12132
P0	1	14000	210000	154	160	3520	131	33	9501
P0	1	14000	210000	154	180	3960	148	37	6201
P0	1	14000	210000	154	200	4400	154	39	479
P0	1	16000	240000	176	100	2200	82	21	12520
P0	1	16000	240000	176	120	2640	98	25	12689
P0	1	16000	240000	176	140	3080	115	29	12804
P0	1	16000	240000	176	160	3520	131	33	12340
P0	1	16000	240000	176	180	3960	148	37	11436
P0	1	16000	240000	176	200	4400	164	41	8447
P0	1	18000	270000	198	100	2200	82	21	16541
P0	1	18000	270000	198	120	2640	98	25	16553
P0	1	18000	270000	198	140	3080	115	29	17335
P0	1	18000	270000	198	160	3520	131	33	17694
P0	1	18000	270000	198	180	3960	148	37	16641
P0	1	18000	270000	198	200	4400	164	41	15199
P0	1	20000	300000	220	100	2200	82	21	20383
P0	1	20000	300000	220	120	2640	98	25	19829
P0	1	20000	300000	220	140	3080	115	29	20535
P0	1	20000	300000	220	160	3520	131	33	19522
P0	1	20000	300000	220	180	3960	148	37	20433
P0	1	20000	300000	220	200	4400	164	41	19353
P1	1	10000	150000	110	100	2200	82	21	8961
P1	1	10000	150000	110	120	2640	98	25	5805
P1	1	10000	150000	110	140	3080	110	28	362
P1	1	10000	150000	110	160	3520	110	28	324
P1	1	10000	150000	110	180	3960	110	28	362
P1	1	10000	150000	110	200	4400	110	28	343
P1	1	12000	180000	132	100	2200	82	21	9733
P1	1	12000	180000	132	120	2640	98	25	12552
P1	1	12000	180000	132	140	3080	115	29	9001
P1	1	12000	180000	132	160	3520	131	33	424
P1	1	12000	180000	132	180	3960	132	33	383
P1	1	12000	180000	132	200	4400	132	33	412
P1	1	14000	210000	154	100	2200	82	21	15586
P1	1	14000	210000	154	120	2640	98	25	12355
P1	1	14000	210000	154	140	3080	115	29	16193
P1	1	14000	210000	154	160	3520	131	33	10282
P1	1	14000	210000	154	180	3960	148	37	5886
P1	1	14000	210000	154	200	4400	154	39	474
P1	1	16000	240000	176	100	2200	82	21	20187
P1	1	16000	240000	176	120	2640	98	25	15411
P1	1	16000	240000	176	140	3080	115	29	20212
P1	1	16000	240000	176	160	3520	131	33	20047
P1	1	16000	240000	176	180	3960	148	37	17311
P1	1	16000	240000	176	200	4400	164	41	7821
P1	1	18000	270000	198	100	2200	82	21	18651
P1	1	18000	270000	198	120	2640	98	25	25890
P1	1	18000	270000	198	140	3080	115	29	26459
P1	1	18000	270000	198	160	3520	131	33	26393
P1	1	18000	270000	198	180	3960	148	37	24587
P1	1	18000	270000	198	200	4400	164	41	17026
P1	1	20000	300000	220	100	2200	82	21	22630
P1	1	20000	300000	220	120	2640	98	25	31597
P1	1	20000	300000	220	140	3080	115	29	23339
P1	1	20000	300000	220	160	3520	131	33	31609
P1	1	20000	300000	220	180	3960	148	37	22687
P1	1	20000	300000	220	200	4400	164	41	22620
P2	1	10000	150000	110	100	2200	82	21	6524
P2	1	10000	150000	110	120	2640	98	25	4903
P2	1	10000	150000	110	140	3080	110	28	376
P2	1	10000	150000	110	160	3520	110	28	394
P2	1	10000	150000	110	180	3960	110	28	348
P2	1	10000	150000	110	200	4400	110	28	324
P2	1	12000	180000	132	100	2200	82	21	8194
P2	1	12000	180000	132	120	2640	98	25	8030
P2	1	12000	180000	132	140	3080	115	29	6863
P2	1	12000	180000	132	160	3520	131	33	1457
P2	1	12000	180000	132	180	3960	132	33	472
P2	1	12000	180000	132	200	4400	132	33	440
P2	1	14000	210000	154	100	2200	82	21	13505
P2	1	14000	210000	154	120	2640	98	25	10476
P2	1	14000	210000	154	140	3080	115	29	9835
P2	1	14000	210000	154	160	3520	131	33	8996
P2	1	14000	210000	154	180	3960	148	37	5281
P2	1	14000	210000	154	200	4400	154	39	527
P2	1	16000	240000	176	100	2200	82	21	16647
P2	1	16000	240000	176	120	2640	98	25	12934
P2	1	16000	240000	176	140	3080	115	29	12735
P2	1	16000	240000	176	160	3520	131	33	16621
P2	1	16000	240000	176	180	3960	148	37	11153
P2	1	16000	240000	176	200	4400	164	41	7116
P2	1	18000	270000	198	100	2200	82	21	21261
P2	1	18000	270000	198	120	2640	98	25	21055
P2	1	18000	270000	198	140	3080	115	29	21094
P2	1	18000	270000	198	160	3520	131	33	20734
P2	1	18000	270000	198	180	3960	148	37	20056
P2	1	18000	270000	198	200	4400	164	41	18266
P2	1	20000	300000	220	100	2200	82	21	24319
P2	1	20000	300000	220	120	2640	98	25	25216
P2	1	20000	300000	220	140	3080	115	29	25638
P2	1	20000	300000	220	160	3520	131	33	18652
P2	1	20000	300000	220	180	3960	148	37	25020
P2	1	20000	300000	220	200	4400	164	41	18180
