TESTNUMBER 	 NUMBEROFSTATES 	 VERIFICATIONTIME(ms) 	 WELLFORMEDNESSTIME(ms) 	 POSTPROCESSINGTIME(ms) 	 INTEGRATIONTIME(ms) 	 MODELCHECKINGTIME(ms)
P0	1	10000	150000	110	100	2200	82	21	232	
P0	1	10000	150000	110	120	2640	98	25	118	
P0	1	10000	150000	110	140	3080	110	28	118	
P0	1	10000	150000	110	160	3520	110	28	99	
P0	1	10000	150000	110	180	3960	110	28	113	
P0	1	10000	150000	110	200	4400	110	28	110	
P0	1	12000	180000	132	100	2200	82	21	127	
P0	1	12000	180000	132	120	2640	98	25	112	
P0	1	12000	180000	132	140	3080	115	29	146	
P0	1	12000	180000	132	160	3520	131	33	138	
P0	1	12000	180000	132	180	3960	132	33	158	
P0	1	12000	180000	132	200	4400	132	33	124	
P0	1	14000	210000	154	100	2200	82	21	132	
P0	1	14000	210000	154	120	2640	98	25	140	
P0	1	14000	210000	154	140	3080	115	29	135	
P0	1	14000	210000	154	160	3520	131	33	154	
P0	1	14000	210000	154	180	3960	148	37	130	
P0	1	14000	210000	154	200	4400	154	39	126	
P0	1	16000	240000	176	100	2200	82	21	156	
P0	1	16000	240000	176	120	2640	98	25	160	
P0	1	16000	240000	176	140	3080	115	29	136	
P0	1	16000	240000	176	160	3520	131	33	138	
P0	1	16000	240000	176	180	3960	148	37	147	
P0	1	16000	240000	176	200	4400	164	41	168	
P0	1	18000	270000	198	100	2200	82	21	140	
P0	1	18000	270000	198	120	2640	98	25	171	
P0	1	18000	270000	198	140	3080	115	29	232	
P0	1	18000	270000	198	160	3520	131	33	218	
P0	1	18000	270000	198	180	3960	148	37	280	
P0	1	18000	270000	198	200	4400	164	41	190	
P0	1	20000	300000	220	100	2200	82	21	164	
P0	1	20000	300000	220	120	2640	98	25	234	
P0	1	20000	300000	220	140	3080	115	29	210	
P0	1	20000	300000	220	160	3520	131	33	195	
P0	1	20000	300000	220	180	3960	148	37	196	
P0	1	20000	300000	220	200	4400	164	41	201	
P1	1	10000	150000	110	100	2200	82	21	112	
P1	1	10000	150000	110	120	2640	98	25	101	
P1	1	10000	150000	110	140	3080	110	28	136	
P1	1	10000	150000	110	160	3520	110	28	108	
P1	1	10000	150000	110	180	3960	110	28	135	
P1	1	10000	150000	110	200	4400	110	28	97	
P1	1	12000	180000	132	100	2200	82	21	98	
P1	1	12000	180000	132	120	2640	98	25	122	
P1	1	12000	180000	132	140	3080	115	29	103	
P1	1	12000	180000	132	160	3520	131	33	109	
P1	1	12000	180000	132	180	3960	132	33	100	
P1	1	12000	180000	132	200	4400	132	33	115	
P1	1	14000	210000	154	100	2200	82	21	130	
P1	1	14000	210000	154	120	2640	98	25	148	
P1	1	14000	210000	154	140	3080	115	29	135	
P1	1	14000	210000	154	160	3520	131	33	119	
P1	1	14000	210000	154	180	3960	148	37	146	
P1	1	14000	210000	154	200	4400	154	39	141	
P1	1	16000	240000	176	100	2200	82	21	159	
P1	1	16000	240000	176	120	2640	98	25	135	
P1	1	16000	240000	176	140	3080	115	29	130	
P1	1	16000	240000	176	160	3520	131	33	178	
P1	1	16000	240000	176	180	3960	148	37	177	
P1	1	16000	240000	176	200	4400	164	41	151	
P1	1	18000	270000	198	100	2200	82	21	184	
