TESTNUMBER 	 NUMBEROFSTATES 	 VERIFICATIONTIME(ms) 	 WELLFORMEDNESSTIME(ms) 	 POSTPROCESSINGTIME(ms) 	 INTEGRATIONTIME(ms) 	 MODELCHECKINGTIME(ms)
P0	1	10000	150000	110	100	2200	82	21	283	
P0	1	10000	150000	110	120	2640	98	25	151	
P0	1	10000	150000	110	140	3080	110	28	111	
P0	1	10000	150000	110	160	3520	110	28	117	
P0	1	10000	150000	110	180	3960	110	28	144	
P0	1	10000	150000	110	200	4400	110	28	123	
P0	1	12000	180000	132	100	2200	82	21	125	
P0	1	12000	180000	132	120	2640	98	25	103	
P0	1	12000	180000	132	140	3080	115	29	120	
P0	1	12000	180000	132	160	3520	131	33	111	
P0	1	12000	180000	132	180	3960	132	33	113	
P0	1	12000	180000	132	200	4400	132	33	160	
P0	1	14000	210000	154	100	2200	82	21	178	
P0	1	14000	210000	154	120	2640	98	25	174	
P0	1	14000	210000	154	140	3080	115	29	134	
P0	1	14000	210000	154	160	3520	131	33	153	
P0	1	14000	210000	154	180	3960	148	37	131	
P0	1	14000	210000	154	200	4400	154	39	158	
P0	1	16000	240000	176	100	2200	82	21	161	
P0	1	16000	240000	176	120	2640	98	25	140	
P0	1	16000	240000	176	140	3080	115	29	140	
P0	1	16000	240000	176	160	3520	131	33	177	
P0	1	16000	240000	176	180	3960	148	37	171	
P0	1	16000	240000	176	200	4400	164	41	183	
P0	1	18000	270000	198	100	2200	82	21	164	
P0	1	18000	270000	198	120	2640	98	25	188	
P0	1	18000	270000	198	140	3080	115	29	200	
P0	1	18000	270000	198	160	3520	131	33	186	
P0	1	18000	270000	198	180	3960	148	37	187	
P0	1	18000	270000	198	200	4400	164	41	169	
P0	1	20000	300000	220	100	2200	82	21	183	
P0	1	20000	300000	220	120	2640	98	25	209	
P0	1	20000	300000	220	140	3080	115	29	196	
P0	1	20000	300000	220	160	3520	131	33	203	
P0	1	20000	300000	220	180	3960	148	37	234	
P0	1	20000	300000	220	200	4400	164	41	213	
P1	1	10000	150000	110	100	2200	82	21	103	
P1	1	10000	150000	110	120	2640	98	25	129	
P1	1	10000	150000	110	140	3080	110	28	116	
P1	1	10000	150000	110	160	3520	110	28	86	
P1	1	10000	150000	110	180	3960	110	28	110	
P1	1	10000	150000	110	200	4400	110	28	124	
P1	1	12000	180000	132	100	2200	82	21	125	
P1	1	12000	180000	132	120	2640	98	25	120	
P1	1	12000	180000	132	140	3080	115	29	101	
P1	1	12000	180000	132	160	3520	131	33	99	
P1	1	12000	180000	132	180	3960	132	33	142	
P1	1	12000	180000	132	200	4400	132	33	127	
P1	1	14000	210000	154	100	2200	82	21	130	
P1	1	14000	210000	154	120	2640	98	25	124	
P1	1	14000	210000	154	140	3080	115	29	120	
P1	1	14000	210000	154	160	3520	131	33	129	
P1	1	14000	210000	154	180	3960	148	37	142	
P1	1	14000	210000	154	200	4400	154	39	117	
P1	1	16000	240000	176	100	2200	82	21	134	
P1	1	16000	240000	176	120	2640	98	25	148	
P1	1	16000	240000	176	140	3080	115	29	188	
P1	1	16000	240000	176	160	3520	131	33	137	
P1	1	16000	240000	176	180	3960	148	37	132	
P1	1	16000	240000	176	200	4400	164	41	171	
P1	1	18000	270000	198	100	2200	82	21	165	
P1	1	18000	270000	198	120	2640	98	25	178	
P1	1	18000	270000	198	140	3080	115	29	171	
P1	1	18000	270000	198	160	3520	131	33	172	
P1	1	18000	270000	198	180	3960	148	37	195	
P1	1	18000	270000	198	200	4400	164	41	191	
P1	1	20000	300000	220	100	2200	82	21	169	
P1	1	20000	300000	220	120	2640	98	25	183	
P1	1	20000	300000	220	140	3080	115	29	179	
P1	1	20000	300000	220	160	3520	131	33	180	
P1	1	20000	300000	220	180	3960	148	37	191	
P1	1	20000	300000	220	200	4400	164	41	189	
P2	1	10000	150000	110	100	2200	82	21	22974	
P2	1	10000	150000	110	120	2640	98	25	23279	
P2	1	10000	150000	110	140	3080	110	28	22851	
P2	1	10000	150000	110	160	3520	110	28	27584	
P2	1	10000	150000	110	180	3960	110	28	34274	
P2	1	10000	150000	110	200	4400	110	28	41716	
P2	1	12000	180000	132	100	2200	82	21	31732	
P2	1	12000	180000	132	120	2640	98	25	37430	
P2	1	12000	180000	132	140	3080	115	29	36169	
P2	1	12000	180000	132	160	3520	131	33	36448	
P2	1	12000	180000	132	180	3960	132	33	44158	
P2	1	12000	180000	132	200	4400	132	33	54146	
P2	1	14000	210000	154	100	2200	82	21	54278	
P2	1	14000	210000	154	120	2640	98	25	51476	
P2	1	14000	210000	154	140	3080	115	29	54513	
P2	1	14000	210000	154	160	3520	131	33	59295	
P2	1	14000	210000	154	180	3960	148	37	60539	
P2	1	14000	210000	154	200	4400	154	39	87	
P2	1	16000	240000	176	100	2200	82	21	46512	
P2	1	16000	240000	176	120	2640	98	25	64620	
P2	1	16000	240000	176	140	3080	115	29	77766	
P2	1	16000	240000	176	160	3520	131	33	85249	
P2	1	16000	240000	176	180	3960	148	37	88659	
P2	1	16000	240000	176	200	4400	164	41	96829	
P2	1	18000	270000	198	100	2200	82	21	67527	
P2	1	18000	270000	198	120	2640	98	25	81481	
P2	1	18000	270000	198	140	3080	115	29	104240	
P2	1	18000	270000	198	160	3520	131	33	116076	
P2	1	18000	270000	198	180	3960	148	37	128007	
P2	1	18000	270000	198	200	4400	164	41	133242	
P2	1	20000	300000	220	100	2200	82	21	77133	
P2	1	20000	300000	220	120	2640	98	25	106565	
P2	1	20000	300000	220	140	3080	115	29	133328	
P2	1	20000	300000	220	160	3520	131	33	151033	
P2	1	20000	300000	220	180	3960	148	37	166564	
P2	1	20000	300000	220	200	4400	164	41	181314	
