TESTNUMBER 	 NUMBEROFSTATES 	 WELLFORMEDNESSTIME(ms) 	 POSTPROCESSINGTIME(ms) 	 INTEGRATIONTIME(ms) 	 MODELCHECKINGTIME(ms)
P0	1	10000	150000	110	100	2200	82	21	8641
P0	1	10000	150000	110	120	2640	98	25	5474
P0	1	10000	150000	110	140	3080	110	28	393
P0	1	10000	150000	110	160	3520	110	28	443
P0	1	10000	150000	110	180	3960	110	28	365
P0	1	10000	150000	110	200	4400	110	28	357
P0	1	12000	180000	132	100	2200	82	21	8310
P0	1	12000	180000	132	120	2640	98	25	9410
P0	1	12000	180000	132	140	3080	115	29	7574
P0	1	12000	180000	132	160	3520	131	33	384
P0	1	12000	180000	132	180	3960	132	33	446
P0	1	12000	180000	132	200	4400	132	33	400
P0	1	14000	210000	154	100	2200	82	21	11277
P0	1	14000	210000	154	120	2640	98	25	12715
P0	1	14000	210000	154	140	3080	115	29	11185
P0	1	14000	210000	154	160	3520	131	33	10499
P0	1	14000	210000	154	180	3960	148	37	6495
P0	1	14000	210000	154	200	4400	154	39	505
P0	1	16000	240000	176	100	2200	82	21	13539
P0	1	16000	240000	176	120	2640	98	25	13259
P0	1	16000	240000	176	140	3080	115	29	14845
P0	1	16000	240000	176	160	3520	131	33	12521
P0	1	16000	240000	176	180	3960	148	37	11933
P0	1	16000	240000	176	200	4400	164	41	7910
P0	1	18000	270000	198	100	2200	82	21	16600
P0	1	18000	270000	198	120	2640	98	25	17034
P0	1	18000	270000	198	140	3080	115	29	17850
P0	1	18000	270000	198	160	3520	131	33	16823
P0	1	18000	270000	198	180	3960	148	37	17516
P0	1	18000	270000	198	200	4400	164	41	15608
P0	1	20000	300000	220	100	2200	82	21	18171
P0	1	20000	300000	220	120	2640	98	25	19570
P0	1	20000	300000	220	140	3080	115	29	20380
P0	1	20000	300000	220	160	3520	131	33	19509
P0	1	20000	300000	220	180	3960	148	37	19699
P0	1	20000	300000	220	200	4400	164	41	18635
P1	1	10000	150000	110	100	2200	82	21	9198
P1	1	10000	150000	110	120	2640	98	25	5100
P1	1	10000	150000	110	140	3080	110	28	350
P1	1	10000	150000	110	160	3520	110	28	327
P1	1	10000	150000	110	180	3960	110	28	390
P1	1	10000	150000	110	200	4400	110	28	357
P1	1	12000	180000	132	100	2200	82	21	12323
P1	1	12000	180000	132	120	2640	98	25	9375
P1	1	12000	180000	132	140	3080	115	29	9164
P1	1	12000	180000	132	160	3520	131	33	411
P1	1	12000	180000	132	180	3960	132	33	390
P1	1	12000	180000	132	200	4400	132	33	440
P1	1	14000	210000	154	100	2200	82	21	16651
P1	1	14000	210000	154	120	2640	98	25	12031
P1	1	14000	210000	154	140	3080	115	29	12213
P1	1	14000	210000	154	160	3520	131	33	10507
P1	1	14000	210000	154	180	3960	148	37	5585
P1	1	14000	210000	154	200	4400	154	39	468
P1	1	16000	240000	176	100	2200	82	21	20217
P1	1	16000	240000	176	120	2640	98	25	20762
P1	1	16000	240000	176	140	3080	115	29	15068
P1	1	16000	240000	176	160	3520	131	33	19795
P1	1	16000	240000	176	180	3960	148	37	13311
P1	1	16000	240000	176	200	4400	164	41	7653
P1	1	18000	270000	198	100	2200	82	21	25275
P1	1	18000	270000	198	120	2640	98	25	25713
P1	1	18000	270000	198	140	3080	115	29	25881
P1	1	18000	270000	198	160	3520	131	33	26431
P1	1	18000	270000	198	180	3960	148	37	18254
P1	1	18000	270000	198	200	4400	164	41	16999
P1	1	20000	300000	220	100	2200	82	21	31042
P1	1	20000	300000	220	120	2640	98	25	31505
P1	1	20000	300000	220	140	3080	115	29	32255
P1	1	20000	300000	220	160	3520	131	33	31144
P1	1	20000	300000	220	180	3960	148	37	30686
P1	1	20000	300000	220	200	4400	164	41	22735
P2	1	10000	150000	110	100	2200	82	21	6298
P2	1	10000	150000	110	120	2640	98	25	6079
P2	1	10000	150000	110	140	3080	110	28	387
P2	1	10000	150000	110	160	3520	110	28	329
P2	1	10000	150000	110	180	3960	110	28	339
P2	1	10000	150000	110	200	4400	110	28	331
P2	1	12000	180000	132	100	2200	82	21	10362
P2	1	12000	180000	132	120	2640	98	25	11128
P2	1	12000	180000	132	140	3080	115	29	8789
P2	1	12000	180000	132	160	3520	131	33	1330
P2	1	12000	180000	132	180	3960	132	33	434
P2	1	12000	180000	132	200	4400	132	33	433
P2	1	14000	210000	154	100	2200	82	21	13402
P2	1	14000	210000	154	120	2640	98	25	10435
P2	1	14000	210000	154	140	3080	115	29	10175
P2	1	14000	210000	154	160	3520	131	33	12136
P2	1	14000	210000	154	180	3960	148	37	5048
P2	1	14000	210000	154	200	4400	154	39	447
P2	1	16000	240000	176	100	2200	82	21	16513
P2	1	16000	240000	176	120	2640	98	25	17261
P2	1	16000	240000	176	140	3080	115	29	12568
P2	1	16000	240000	176	160	3520	131	33	12201
P2	1	16000	240000	176	180	3960	148	37	11511
P2	1	16000	240000	176	200	4400	164	41	7542
P2	1	18000	270000	198	100	2200	82	21	20517
P2	1	18000	270000	198	120	2640	98	25	20962
P2	1	18000	270000	198	140	3080	115	29	21666
P2	1	18000	270000	198	160	3520	131	33	21156
P2	1	18000	270000	198	180	3960	148	37	20568
P2	1	18000	270000	198	200	4400	164	41	14472
P2	1	20000	300000	220	100	2200	82	21	24530
P2	1	20000	300000	220	120	2640	98	25	18987
P2	1	20000	300000	220	140	3080	115	29	25141
P2	1	20000	300000	220	160	3520	131	33	18475
P2	1	20000	300000	220	180	3960	148	37	18790
P2	1	20000	300000	220	200	4400	164	41	24477
