TESTNUMBER 	 NUMBEROFSTATES 	 VERIFICATIONTIME(ms) 	 WELLFORMEDNESSTIME(ms) 	 POSTPROCESSINGTIME(ms) 	 INTEGRATIONTIME(ms) 	 MODELCHECKINGTIME(ms)
P0	1	10000	150000	110	100	2200	82	21	237	
P0	1	10000	150000	110	120	2640	98	25	138	
P0	1	10000	150000	110	140	3080	110	28	113	
P0	1	10000	150000	110	160	3520	110	28	136	
P0	1	10000	150000	110	180	3960	110	28	163	
P0	1	10000	150000	110	200	4400	110	28	128	
P0	1	12000	180000	132	100	2200	82	21	119	
P0	1	12000	180000	132	120	2640	98	25	138	
P0	1	12000	180000	132	140	3080	115	29	147	
P0	1	12000	180000	132	160	3520	131	33	119	
P0	1	12000	180000	132	180	3960	132	33	119	
P0	1	12000	180000	132	200	4400	132	33	107	
P0	1	14000	210000	154	100	2200	82	21	120	
P0	1	14000	210000	154	120	2640	98	25	182	
P0	1	14000	210000	154	140	3080	115	29	161	
P0	1	14000	210000	154	160	3520	131	33	149	
P0	1	14000	210000	154	180	3960	148	37	145	
P0	1	14000	210000	154	200	4400	154	39	143	
P0	1	16000	240000	176	100	2200	82	21	169	
P0	1	16000	240000	176	120	2640	98	25	216	
P0	1	16000	240000	176	140	3080	115	29	240	
P0	1	16000	240000	176	160	3520	131	33	152	
P0	1	16000	240000	176	180	3960	148	37	157	
P0	1	16000	240000	176	200	4400	164	41	160	
P0	1	18000	270000	198	100	2200	82	21	151	
P0	1	18000	270000	198	120	2640	98	25	155	
P0	1	18000	270000	198	140	3080	115	29	181	
P0	1	18000	270000	198	160	3520	131	33	171	
P0	1	18000	270000	198	180	3960	148	37	189	
P0	1	18000	270000	198	200	4400	164	41	187	
P0	1	20000	300000	220	100	2200	82	21	204	
P0	1	20000	300000	220	120	2640	98	25	155	
P0	1	20000	300000	220	140	3080	115	29	431	
P0	1	20000	300000	220	160	3520	131	33	176	
P0	1	20000	300000	220	180	3960	148	37	198	
P0	1	20000	300000	220	200	4400	164	41	167	
P1	1	10000	150000	110	100	2200	82	21	110	
P1	1	10000	150000	110	120	2640	98	25	95	
P1	1	10000	150000	110	140	3080	110	28	103	
P1	1	10000	150000	110	160	3520	110	28	85	
P1	1	10000	150000	110	180	3960	110	28	101	
P1	1	10000	150000	110	200	4400	110	28	98	
P1	1	12000	180000	132	100	2200	82	21	139	
P1	1	12000	180000	132	120	2640	98	25	134	
P1	1	12000	180000	132	140	3080	115	29	130	
P1	1	12000	180000	132	160	3520	131	33	120	
P1	1	12000	180000	132	180	3960	132	33	115	
P1	1	12000	180000	132	200	4400	132	33	101	
P1	1	14000	210000	154	100	2200	82	21	146	
P1	1	14000	210000	154	120	2640	98	25	127	
P1	1	14000	210000	154	140	3080	115	29	165	
P1	1	14000	210000	154	160	3520	131	33	131	
P1	1	14000	210000	154	180	3960	148	37	117	
P1	1	14000	210000	154	200	4400	154	39	126	
P1	1	16000	240000	176	100	2200	82	21	133	
P1	1	16000	240000	176	120	2640	98	25	132	
P1	1	16000	240000	176	140	3080	115	29	124	
P1	1	16000	240000	176	160	3520	131	33	149	
P1	1	16000	240000	176	180	3960	148	37	153	
P1	1	16000	240000	176	200	4400	164	41	136	
P1	1	18000	270000	198	100	2200	82	21	136	
P1	1	18000	270000	198	120	2640	98	25	165	
P1	1	18000	270000	198	140	3080	115	29	168	
P1	1	18000	270000	198	160	3520	131	33	148	
P1	1	18000	270000	198	180	3960	148	37	198	
P1	1	18000	270000	198	200	4400	164	41	171	
P1	1	20000	300000	220	100	2200	82	21	175	
P1	1	20000	300000	220	120	2640	98	25	164	
P1	1	20000	300000	220	140	3080	115	29	156	
P1	1	20000	300000	220	160	3520	131	33	188	
P1	1	20000	300000	220	180	3960	148	37	161	
P1	1	20000	300000	220	200	4400	164	41	165	
P2	1	10000	150000	110	100	2200	82	21	23128	
P2	1	10000	150000	110	120	2640	98	25	23331	
P2	1	10000	150000	110	140	3080	110	28	23603	
P2	1	10000	150000	110	160	3520	110	28	28556	
P2	1	10000	150000	110	180	3960	110	28	34266	
P2	1	10000	150000	110	200	4400	110	28	42075	
P2	1	12000	180000	132	100	2200	82	21	30672	
P2	1	12000	180000	132	120	2640	98	25	37069	
P2	1	12000	180000	132	140	3080	115	29	35583	
P2	1	12000	180000	132	160	3520	131	33	33993	
P2	1	12000	180000	132	180	3960	132	33	41219	
P2	1	12000	180000	132	200	4400	132	33	53341	
P2	1	14000	210000	154	100	2200	82	21	44801	
P2	1	14000	210000	154	120	2640	98	25	55719	
P2	1	14000	210000	154	140	3080	115	29	54902	
P2	1	14000	210000	154	160	3520	131	33	56706	
P2	1	14000	210000	154	180	3960	148	37	60153	
P2	1	14000	210000	154	200	4400	154	39	68976	
P2	1	16000	240000	176	100	2200	82	21	49351	
P2	1	16000	240000	176	120	2640	98	25	64134	
P2	1	16000	240000	176	140	3080	115	29	78799	
P2	1	16000	240000	176	160	3520	131	33	85882	
P2	1	16000	240000	176	180	3960	148	37	89626	
P2	1	16000	240000	176	200	4400	164	41	90844	
P2	1	18000	270000	198	100	2200	82	21	59432	
P2	1	18000	270000	198	120	2640	98	25	91050	
P2	1	18000	270000	198	140	3080	115	29	110680	
P2	1	18000	270000	198	160	3520	131	33	119505	
P2	1	18000	270000	198	180	3960	148	37	127006	
P2	1	18000	270000	198	200	4400	164	41	132191	
P2	1	20000	300000	220	100	2200	82	21	72757	
P2	1	20000	300000	220	120	2640	98	25	100694	
P2	1	20000	300000	220	140	3080	115	29	124835	
P2	1	20000	300000	220	160	3520	131	33	152782	
P2	1	20000	300000	220	180	3960	148	37	169862	
P2	1	20000	300000	220	200	4400	164	41	182047	
