TESTNUMBER 	 NUMBEROFSTATES 	 VERIFICATIONTIME(ms) 	 WELLFORMEDNESSTIME(ms) 	 POSTPROCESSINGTIME(ms) 	 INTEGRATIONTIME(ms) 	 MODELCHECKINGTIME(ms)
P0	1	10000	150000	110	100	2200	82	21	228	
P0	1	10000	150000	110	120	2640	98	25	173	
P0	1	10000	150000	110	140	3080	110	28	126	
P0	1	10000	150000	110	160	3520	110	28	142	
P0	1	10000	150000	110	180	3960	110	28	135	
P0	1	10000	150000	110	200	4400	110	28	113	
P0	1	12000	180000	132	100	2200	82	21	121	
P0	1	12000	180000	132	120	2640	98	25	135	
P0	1	12000	180000	132	140	3080	115	29	137	
P0	1	12000	180000	132	160	3520	131	33	117	
P0	1	12000	180000	132	180	3960	132	33	132	
P0	1	12000	180000	132	200	4400	132	33	120	
P0	1	14000	210000	154	100	2200	82	21	134	
P0	1	14000	210000	154	120	2640	98	25	142	
P0	1	14000	210000	154	140	3080	115	29	257	
P0	1	14000	210000	154	160	3520	131	33	139	
P0	1	14000	210000	154	180	3960	148	37	159	
P0	1	14000	210000	154	200	4400	154	39	135	
P0	1	16000	240000	176	100	2200	82	21	157	
P0	1	16000	240000	176	120	2640	98	25	145	
P0	1	16000	240000	176	140	3080	115	29	145	
P0	1	16000	240000	176	160	3520	131	33	147	
P0	1	16000	240000	176	180	3960	148	37	156	
P0	1	16000	240000	176	200	4400	164	41	185	
P0	1	18000	270000	198	100	2200	82	21	179	
P0	1	18000	270000	198	120	2640	98	25	238	
P0	1	18000	270000	198	140	3080	115	29	173	
P0	1	18000	270000	198	160	3520	131	33	187	
P0	1	18000	270000	198	180	3960	148	37	181	
P0	1	18000	270000	198	200	4400	164	41	224	
P0	1	20000	300000	220	100	2200	82	21	170	
P0	1	20000	300000	220	120	2640	98	25	151	
P0	1	20000	300000	220	140	3080	115	29	228	
P0	1	20000	300000	220	160	3520	131	33	176	
P0	1	20000	300000	220	180	3960	148	37	186	
P0	1	20000	300000	220	200	4400	164	41	202	
P1	1	10000	150000	110	100	2200	82	21	112	
P1	1	10000	150000	110	120	2640	98	25	115	
P1	1	10000	150000	110	140	3080	110	28	106	
P1	1	10000	150000	110	160	3520	110	28	89	
P1	1	10000	150000	110	180	3960	110	28	103	
P1	1	10000	150000	110	200	4400	110	28	97	
P1	1	12000	180000	132	100	2200	82	21	116	
P1	1	12000	180000	132	120	2640	98	25	142	
P1	1	12000	180000	132	140	3080	115	29	98	
P1	1	12000	180000	132	160	3520	131	33	118	
P1	1	12000	180000	132	180	3960	132	33	112	
P1	1	12000	180000	132	200	4400	132	33	125	
P1	1	14000	210000	154	100	2200	82	21	121	
P1	1	14000	210000	154	120	2640	98	25	118	
P1	1	14000	210000	154	140	3080	115	29	126	
P1	1	14000	210000	154	160	3520	131	33	152	
P1	1	14000	210000	154	180	3960	148	37	150	
P1	1	14000	210000	154	200	4400	154	39	134	
P1	1	16000	240000	176	100	2200	82	21	178	
P1	1	16000	240000	176	120	2640	98	25	141	
P1	1	16000	240000	176	140	3080	115	29	144	
P1	1	16000	240000	176	160	3520	131	33	147	
P1	1	16000	240000	176	180	3960	148	37	144	
P1	1	16000	240000	176	200	4400	164	41	158	
P1	1	18000	270000	198	100	2200	82	21	145	
P1	1	18000	270000	198	120	2640	98	25	176	
P1	1	18000	270000	198	140	3080	115	29	143	
P1	1	18000	270000	198	160	3520	131	33	157	
P1	1	18000	270000	198	180	3960	148	37	144	
P1	1	18000	270000	198	200	4400	164	41	156	
P1	1	20000	300000	220	100	2200	82	21	160	
P1	1	20000	300000	220	120	2640	98	25	147	
P1	1	20000	300000	220	140	3080	115	29	166	
P1	1	20000	300000	220	160	3520	131	33	183	
P1	1	20000	300000	220	180	3960	148	37	220	
P1	1	20000	300000	220	200	4400	164	41	188	
P2	1	10000	150000	110	100	2200	82	21	22865	
