TESTNUMBER 	 NUMBEROFSTATES 	 WELLFORMEDNESSTIME(ms) 	 POSTPROCESSINGTIME(ms) 	 INTEGRATIONTIME(ms) 	 MODELCHECKINGTIME(ms)
P0	1	20000	300000	220	100	2200	82	21	20000	300000	103	2178	11	3728	147	17	1247450	1247614
P0	1	20000	300000	220	120	2640	98	25	20000	300000	123	2621	11	3720	6836	2	1752035	1758873
P0	1	20000	300000	220	140	3080	115	29	20000	299999	143	3058	11	3712	264	20	1932831	1933115
P0	1	20000	300000	220	160	3520	131	33	20000	300000	163	3500	11	3704	190	4	2002878	2003072
P0	1	20000	300000	220	180	3960	148	37	20000	300000	183	3941	11	3696	272	3	2392286	2392561
P0	1	20000	300000	220	200	4400	164	41	20000	300000	203	4378	11	3688	326	2	2343922	2344250
P1	1	20000	300000	220	100	2200	82	21	20000	299998	103	2178	9	3082	9226	1	791322	800549
P1	1	20000	300000	220	120	2640	98	25	20000	300000	123	2619	9	3078	234	3	902206	902443
P1	1	20000	300000	220	140	3080	115	29	20000	300000	143	3057	9	3074	3849	5	1132108	1135962
P1	1	20000	300000	220	160	3520	131	33	20000	300000	163	3498	9	3070	1521	2	1343559	1345082
P1	1	20000	300000	220	180	3960	148	37	20000	299999	183	3942	9	3066	3500	1	1471078	1474579
P1	1	20000	300000	220	200	4400	164	41	20000	299999	203	4382	9	3062	1305	3	1450372	1451680
P2	1	20000	300000	220	100	2200	82	21	20000	300000	103	2176	5	1330	8223	1	297039	305263
P2	1	20000	300000	220	120	2640	98	25	20000	300000	123	2619	5	1330	142	1	347083	347226
P2	1	20000	300000	220	140	3080	115	29	20000	300000	143	3062	5	1330	130	1	413179	413310
P2	1	20000	300000	220	160	3520	131	33	20000	300000	163	3501	5	1330	200	1	479351	479552
P2	1	20000	300000	220	180	3960	148	37	20000	300000	183	3940	5	1330	212	1	523471	523684
P2	1	20000	300000	220	200	4400	164	41	20000	300000	203	4380	5	1330	182	2	530578	530762
