TESTNUMBER 	 NUMBEROFSTATES 	 WELLFORMEDNESSTIME(ms) 	 POSTPROCESSINGTIME(ms) 	 INTEGRATIONTIME(ms) 	 MODELCHECKINGTIME(ms)
P0	1	12000	180000	132	100	2200	82	21	12000	179999	103	2177	11	2232	117	22	327539	327678
P0	1	12000	180000	132	120	2640	98	25	12000	180000	123	2620	11	2224	121	2	347997	348120
P0	1	12000	180000	132	140	3080	115	29	12000	180000	143	3060	11	2216	118	1	321916	322035
P0	1	12000	180000	132	160	3520	131	33	12000	179999	163	3500	11	2208	141	2	249427	249570
P0	1	12000	180000	132	180	3960	132	33	12000	180000	183	3940	11	2208	283	2	278426	278711
P0	1	12000	180000	132	200	4400	132	33	12000	179999	203	4379	11	2208	213	1	341172	341386
P1	1	12000	180000	132	100	2200	82	21	12000	180000	103	2179	9	1850	268	1	215827	216096
P1	1	12000	180000	132	120	2640	98	25	12000	180000	123	2618	9	1846	86	1	245840	245927
P1	1	12000	180000	132	140	3080	115	29	12000	179998	143	3059	9	1842	80	1	243281	243362
P1	1	12000	180000	132	160	3520	131	33	12000	179999	163	3499	9	1838	84	1	180069	180154
P1	1	12000	180000	132	180	3960	132	33	12000	180000	183	3942	9	1838	112	1	208442	208555
P1	1	12000	180000	132	200	4400	132	33	12000	180000	203	4380	9	1838	151	2	68	221
P2	1	12000	180000	132	100	2200	82	21	12000	180000	103	2176	5	802	47	1	82965	83013
P2	1	12000	180000	132	120	2640	98	25	12000	180000	123	2622	5	802	120	1	93908	94029
P2	1	12000	180000	132	140	3080	115	29	12000	179999	143	3060	5	802	133	1	93285	93419
P2	1	12000	180000	132	160	3520	131	33	12000	180000	163	3500	5	802	115	1	67577	67693
P2	1	12000	180000	132	180	3960	132	33	12000	179998	183	3938	5	802	177	1	79094	79272
P2	1	12000	180000	132	200	4400	132	33	12000	180000	203	4378	5	802	191	1	93033	93225
