TESTNUMBER 	 NUMBEROFSTATES 	 WELLFORMEDNESSTIME(ms) 	 POSTPROCESSINGTIME(ms) 	 INTEGRATIONTIME(ms) 	 MODELCHECKINGTIME(ms)
P0	1	10000	150000	110	100	2200	82	21	10000	150000	103	2179	11	1858	113	30	214503	214646
P0	1	10000	150000	110	120	2640	98	25	10000	149999	123	2620	11	1850	86	1	204286	204373
P0	1	10000	150000	110	140	3080	110	28	10000	149997	143	3062	11	1844	190	2	176552	176744
P0	1	10000	150000	110	160	3520	110	28	10000	149996	163	3500	11	1844	226	2	220888	221116
P0	1	10000	150000	110	180	3960	110	28	10000	150000	183	3940	11	1844	153	1	284695	284849
P0	1	10000	150000	110	200	4400	110	28	10000	149998	203	4381	11	1844	163	2	334359	334524
P1	1	10000	150000	110	100	2200	82	21	10000	149999	103	2181	9	1542	213	1	153739	153953
P1	1	10000	150000	110	120	2640	98	25	10000	149996	123	2619	9	1538	91	1	142821	142913
P1	1	10000	150000	110	140	3080	110	28	10000	149997	143	3060	9	1535	156	1	124695	124852
P1	1	10000	150000	110	160	3520	110	28	10000	150000	163	3502	9	1535	117	1	168810	168928
P1	1	10000	150000	110	180	3960	110	28	10000	150000	183	3942	9	1535	113	2	188575	188690
P1	1	10000	150000	110	200	4400	110	28	10000	150000	203	4377	9	1535	227	1	225901	226129
P2	1	10000	150000	110	100	2200	82	21	10000	150000	103	2178	5	670	224	1	58016	58241
P2	1	10000	150000	110	120	2640	98	25	10000	150000	123	2618	5	670	83	1	57972	58056
P2	1	10000	150000	110	140	3080	110	28	10000	150000	143	3060	5	670	79	1	52523	52603
P2	1	10000	150000	110	160	3520	110	28	10000	149998	163	3499	5	670	134	2	64434	64570
P2	1	10000	150000	110	180	3960	110	28	10000	150000	183	3941	5	670	113	3	76060	76176
P2	1	10000	150000	110	200	4400	110	28	10000	150000	203	4381	5	670	149	1	92541	92691
