TESTNUMBER 	 NUMBEROFSTATES 	 WELLFORMEDNESSTIME(ms) 	 POSTPROCESSINGTIME(ms) 	 INTEGRATIONTIME(ms) 	 MODELCHECKINGTIME(ms)
P0	1	14000	210000	154	100	2200	82	21	14000	210000	103	2178	11	2606	174	23	470401	470598
P0	1	14000	210000	154	120	2640	98	25	14000	209999	123	2620	11	2598	132	2	576712	576846
P0	1	14000	210000	154	140	3080	115	29	14000	210000	143	3058	11	2590	122	2	572982	573106
P0	1	14000	210000	154	160	3520	131	33	14000	210000	163	3498	11	2582	141	2	557910	558053
P0	1	14000	210000	154	180	3960	148	37	14000	210000	183	3941	11	2574	157	2	442643	442802
P0	1	14000	210000	154	200	4400	154	39	14000	210000	203	4380	11	2570	229	2	356315	356546
P1	1	14000	210000	154	100	2200	82	21	14000	209998	103	2180	9	2158	249	1	321492	321742
P1	1	14000	210000	154	120	2640	98	25	14000	209998	123	2621	9	2154	96	1	380420	380517
P1	1	14000	210000	154	140	3080	115	29	14000	209996	143	3061	9	2150	86	1	414503	414590
P1	1	14000	210000	154	160	3520	131	33	14000	209999	163	3500	9	2146	93	1	374719	374813
P1	1	14000	210000	154	180	3960	148	37	14000	209999	183	3941	9	2142	124	1	296394	296519
P1	1	14000	210000	154	200	4400	154	39	14000	209998	203	4382	9	2140	186	1	292436	292623
P2	1	14000	210000	154	100	2200	82	21	14000	209999	103	2176	5	934	129	1	117999	118129
P2	1	14000	210000	154	120	2640	98	25	14000	210000	123	2619	5	934	120	1	145009	145130
P2	1	14000	210000	154	140	3080	115	29	14000	209999	143	3062	5	934	97	1	158187	158285
P2	1	14000	210000	154	160	3520	131	33	14000	209999	163	3501	5	934	148	1	155273	155422
P2	1	14000	210000	154	180	3960	148	37	14000	210000	183	3940	5	934	142	2	118623	118767
P2	1	14000	210000	154	200	4400	154	39	14000	209999	203	4380	5	934	106	1	101804	101911
